Ref_Date,GEO,INS,RAN,STA,Vector,Coordinate,Value
2016/2017,Canada,Cape Breton University,Other teaching staff,10th Percentile (dollars),v113286966,1.5.10.5,x
2016/2017,Canada,Cape Breton University,Other teaching staff,90th Percentile (dollars),v113286967,1.5.10.6,x
2016/2017,Canada,Cape Breton University,All ranks combined (including deans),Total teaching staff,v113286968,1.5.11.1,150.0
2016/2017,Canada,Cape Breton University,All ranks combined (including deans),Teaching staff excluded,v113286969,1.5.11.2,x
2016/2017,Canada,Cape Breton University,All ranks combined (including deans),Average (dollars),v113286970,1.5.11.3,103550.0
2016/2017,Canada,Cape Breton University,All ranks combined (including deans),Median (dollars),v113286971,1.5.11.4,97775.0
2016/2017,Canada,Cape Breton University,All ranks combined (including deans),10th Percentile (dollars),v113286972,1.5.11.5,81925.0
2016/2017,Canada,Cape Breton University,All ranks combined (including deans),90th Percentile (dollars),v113286973,1.5.11.6,130050.0
2016/2017,Canada,Cape Breton University,Male,Total teaching staff,v113286974,1.5.12.1,78.0
2016/2017,Canada,Cape Breton University,Male,Average (dollars),v113286976,1.5.12.3,105650.0
2016/2017,Canada,Cape Breton University,Male,Median (dollars),v113286977,1.5.12.4,103950.0
2016/2017,Canada,Cape Breton University,Male,10th Percentile (dollars),v113286978,1.5.12.5,82275.0
2016/2017,Canada,Cape Breton University,Male,90th Percentile (dollars),v113286979,1.5.12.6,135125.0
2016/2017,Canada,Cape Breton University,Female,Total teaching staff,v113286980,1.5.13.1,69.0
2016/2017,Canada,Cape Breton University,Female,Teaching staff excluded,v113286981,1.5.13.2,x
2016/2017,Canada,Cape Breton University,Female,Average (dollars),v113286982,1.5.13.3,101100.0
2016/2017,Canada,Cape Breton University,Female,Median (dollars),v113286983,1.5.13.4,95300.0
2016/2017,Canada,Cape Breton University,Female,10th Percentile (dollars),v113286984,1.5.13.5,81925.0
2016/2017,Canada,Cape Breton University,Female,90th Percentile (dollars),v113286985,1.5.13.6,127225.0
2016/2017,Canada,Dalhousie University - Including medical dental,Full professor,Total teaching staff,v113286992,1.6.2.1,420.0
2016/2017,Canada,Dalhousie University - Including medical dental,Full professor,Teaching staff excluded,v113286993,1.6.2.2,15.0
2016/2017,Canada,Dalhousie University - Including medical dental,Full professor,Average (dollars),v113286994,1.6.2.3,150625.0
2016/2017,Canada,Dalhousie University - Including medical dental,Full professor,Median (dollars),v113286995,1.6.2.4,151825.0
2016/2017,Canada,Dalhousie University - Including medical dental,Full professor,10th Percentile (dollars),v113286996,1.6.2.5,100800.0
2016/2017,Canada,Dalhousie University - Including medical dental,Full professor,90th Percentile (dollars),v113286997,1.6.2.6,194000.0
2016/2017,Canada,Dalhousie University - Including medical dental,With senior administrative duties,Total teaching staff,v113286998,1.6.3.1,72.0
2016/2017,Canada,Dalhousie University - Including medical dental,With senior administrative duties,Teaching staff excluded,v113286999,1.6.3.2,12.0
2016/2017,Canada,Dalhousie University - Including medical dental,With senior administrative duties,Average (dollars),v113287000,1.6.3.3,166300.0
2016/2017,Canada,Dalhousie University - Including medical dental,With senior administrative duties,Median (dollars),v113287001,1.6.3.4,166975.0
2016/2017,Canada,Dalhousie University - Including medical dental,With senior administrative duties,10th Percentile (dollars),v113287002,1.6.3.5,133575.0
2016/2017,Canada,Dalhousie University - Including medical dental,With senior administrative duties,90th Percentile (dollars),v113287003,1.6.3.6,207000.0
2016/2017,Canada,Dalhousie University - Including medical dental,Without senior administrative duties,Total teaching staff,v113287004,1.6.4.1,348.0
2016/2017,Canada,Dalhousie University - Including medical dental,Without senior administrative duties,Teaching staff excluded,v113287005,1.6.4.2,x
